Generation,evals,avg,std,min,max,best_one,fitness_best_one
241,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
242,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
243,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
244,192,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
245,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
246,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
247,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
248,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
249,174,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
250,230,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
251,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
252,230,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
253,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
254,190,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
255,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
256,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
257,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
258,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
259,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
260,194,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
261,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
262,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
263,190,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
264,190,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
265,194,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
266,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
267,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
268,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
269,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
270,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
271,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
272,190,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
273,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
274,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
275,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
276,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
277,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
278,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
279,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
280,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
281,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
282,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
283,236,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
284,226,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
285,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
286,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
287,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
288,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
289,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
290,200,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
291,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
292,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
293,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
294,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
295,244,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
296,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
297,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
298,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
299,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
300,182,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
301,228,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
302,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
303,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
304,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
305,192,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
306,230,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
307,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
308,200,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
309,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
310,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
311,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
312,200,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
313,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
314,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
315,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
316,232,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
317,224,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
318,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
319,224,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
320,192,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
